recency_days,frequency,monetary,avg_order_value,num_returns,email_open_rate,days_since_signup,churned
43,45,2542.16,56.49,9,0.45,557,0
209,32,1190.72,37.21,1,0.99,583,0
241,1,1607.95,1607.95,6,0.9,720,1
31,20,1445.79,72.29,2,0.77,575,0
344,5,4845.58,969.12,8,0.05,590,1
35,25,3806.04,152.24,0,0.16,1267,1
251,24,566.03,23.58,1,0.16,296,1
292,27,623.82,23.1,6,0.83,526,1
190,46,4036.34,87.75,6,0.11,1013,1
179,12,2805.47,233.79,8,0.6,1042,1
40,43,1031.5,23.99,7,0.07,1284,0
88,38,2316.86,60.97,0,0.18,1729,0
310,22,4812.54,218.75,5,0.76,1618,1
127,23,3738.12,162.53,9,0.02,1425,1
13,20,3240.92,162.05,0,0.24,548,0
266,32,3808.28,119.01,1,0.6,247,0
249,38,4742.92,124.81,2,0.52,479,0
25,2,2961.5,1480.75,8,0.8,1384,0
19,49,3657.14,74.64,3,0.57,940,0
43,6,2390.78,398.46,2,0.48,1735,0
19,8,3949.17,493.65,1,0.2,470,0
225,29,3271.74,112.82,4,0.72,1557,1
49,6,2214.19,369.03,5,0.81,1449,0
221,37,4753.64,128.48,6,0.08,980,1
65,11,1523.01,138.46,2,0.37,1200,0
354,16,4608.66,288.04,8,0.93,1273,1
265,30,1006.1,33.54,9,0.33,1077,1
137,47,4034.04,85.83,2,0.86,960,0
157,10,2687.15,268.72,5,0.94,877,0
24,42,2905.15,69.17,4,0.79,244,0
20,33,1213.03,36.76,1,0.39,616,0
196,26,2329.39,89.59,2,0.46,1008,1
9,44,2227.0,50.61,2,0.34,1619,0
233,32,4222.07,131.94,5,0.17,728,1
140,40,3650.33,91.26,9,0.98,692,0
51,30,2625.16,87.51,1,0.88,202,0
195,24,4191.03,174.63,8,0.74,180,1
202,15,3556.19,237.08,2,0.19,1033,1
272,14,4906.06,350.43,3,0.7,341,1
72,4,1063.94,265.98,8,0.88,528,1
200,15,1792.25,119.48,5,0.04,1409,1
308,40,3121.88,78.05,6,0.15,858,1
99,15,4540.18,302.68,2,0.34,593,1
304,23,3497.95,152.08,9,0.75,1593,1
264,19,2841.88,149.57,3,0.2,285,1
157,42,1466.84,34.92,1,0.42,1439,0
322,29,3518.92,121.34,3,0.4,455,1
352,19,3412.84,179.62,9,0.16,313,1
87,46,4283.58,93.12,6,0.02,1026,0
357,1,2228.17,2228.17,6,0.47,219,1
1,7,615.93,87.99,3,0.36,570,1
48,7,677.21,96.74,9,0.46,1027,1
16,5,4040.06,808.01,3,0.3,654,1
134,8,565.47,70.68,4,0.94,236,0
342,34,2798.77,82.32,4,0.68,1168,1
219,36,2159.63,59.99,0,0.69,1557,0
225,4,1542.54,385.64,9,0.06,1601,1
31,2,4114.89,2057.45,5,0.88,229,0
188,45,483.63,10.75,9,0.15,1676,1
140,41,2853.37,69.59,3,0.78,1522,0
175,39,1878.14,48.16,5,0.1,1153,1
96,34,434.1,12.77,2,0.65,531,0
74,21,3797.37,180.83,4,0.45,171,1
347,16,1960.08,122.5,1,0.47,1515,1
204,17,1348.18,79.3,3,0.95,591,0
150,26,3862.23,148.55,1,0.07,748,1
27,3,849.61,283.2,8,0.44,77,1
278,46,4682.57,101.79,9,0.23,1178,1
173,48,1222.06,25.46,2,0.3,1761,0
141,4,2361.4,590.35,9,0.49,1702,1
243,26,1549.54,59.6,8,0.9,1027,1
48,18,3127.49,173.75,9,0.03,1636,1
195,19,4554.84,239.73,0,0.14,1688,1
315,20,1505.99,75.3,0,0.83,810,1
169,26,1313.87,50.53,1,0.57,1101,0
1,48,2738.5,57.05,7,0.1,1679,0
84,36,1150.68,31.96,1,0.3,475,0
21,48,136.64,2.85,1,0.25,1717,0
183,14,3943.75,281.7,0,0.32,1352,1
133,42,3686.26,87.77,3,0.74,1593,0
49,21,3651.78,173.89,8,0.9,945,0
251,19,3200.11,168.43,7,0.64,962,1
65,3,4435.64,1478.55,4,0.74,613,1
125,44,2921.34,66.39,2,0.03,196,0
360,6,3055.9,509.32,9,0.71,1348,1
25,24,4011.45,167.14,9,0.53,1608,0
91,48,4324.1,90.09,5,0.88,1640,0
116,32,4189.89,130.93,1,0.57,314,0
186,6,3378.86,563.14,6,0.33,1215,1
90,46,660.13,14.35,3,0.7,978,0
354,30,2046.98,68.23,2,0.75,181,1
2,13,2257.18,173.63,2,0.72,848,0
346,13,3279.77,252.29,8,0.57,695,1
195,43,3546.21,82.47,4,0.83,795,0
14,29,2828.42,97.53,5,0.28,397,0
43,20,348.94,17.45,1,0.58,1189,0
38,15,754.43,50.3,7,0.85,233,0
105,43,238.86,5.55,7,0.96,1533,0
122,18,4564.15,253.56,8,0.45,1704,1
234,27,641.11,23.74,1,0.41,968,1
114,4,2113.38,528.34,7,0.33,1462,1
264,13,650.71,50.05,1,0.14,1781,1
107,39,2114.43,54.22,9,0.61,671,0
96,38,118.9,3.13,7,0.92,1801,0
101,49,2712.06,55.35,3,0.15,413,0
120,6,3105.61,517.6,9,0.52,309,1
305,26,3693.81,142.07,3,0.82,1202,1
90,8,33.42,4.18,8,0.68,486,0
100,37,4703.0,127.11,4,0.11,413,0
349,8,1631.69,203.96,2,0.43,591,1
238,6,56.02,9.34,4,0.81,1496,1
70,42,3393.9,80.81,8,0.14,613,0
317,7,4039.14,577.02,8,0.1,311,1
67,43,2322.16,54.0,2,0.35,595,0
60,37,3985.68,107.72,3,0.31,1763,0
162,29,139.47,4.81,1,0.26,568,1
252,8,973.77,121.72,1,0.81,227,1
69,14,2300.06,164.29,2,0.54,151,0
275,10,2310.98,231.1,6,0.7,39,1
58,20,3463.35,173.17,8,0.41,1389,0
285,10,2332.81,233.28,8,0.72,1111,1
35,9,4884.34,542.7,4,0.07,1552,0
170,17,1697.45,99.85,2,0.77,1358,1
234,1,276.57,276.57,3,0.15,1375,1
97,45,3866.71,85.93,0,0.81,244,0
223,42,2555.93,60.86,4,0.94,1424,0
251,14,1790.3,127.88,8,0.14,1162,1
237,10,3742.77,374.28,8,0.1,473,1
145,43,196.01,4.56,3,0.59,802,0
282,4,4010.69,1002.67,9,0.91,855,1
267,38,416.03,10.95,9,0.82,100,1
119,7,1306.68,186.67,2,0.64,1256,0
267,4,2745.26,686.32,4,0.89,1473,1
335,46,343.78,7.47,4,0.42,1754,1
298,27,2768.98,102.55,4,0.5,200,1
267,18,324.56,18.03,6,0.1,711,1
280,3,460.11,153.37,5,0.92,996,1
293,32,82.25,2.57,4,0.77,1772,1
106,28,1044.49,37.3,6,0.52,1048,0
263,2,3431.41,1715.7,5,0.35,1707,1
73,35,845.09,24.15,6,0.22,884,0
131,26,406.69,15.64,8,0.99,1181,0
341,43,4916.04,114.33,8,0.3,1111,1
104,37,4826.27,130.44,6,0.2,1237,1
308,30,1190.2,39.67,6,0.33,898,1
154,4,564.65,141.16,1,0.4,1810,1
77,11,4218.59,383.51,5,0.73,1384,1
36,15,3165.52,211.03,6,0.76,642,0
200,47,109.13,2.32,6,0.19,1804,1
165,16,3876.69,242.29,4,0.94,1664,0
187,26,3981.31,153.13,0,0.07,1242,1
16,44,26.78,0.61,8,0.15,1346,0
98,2,1745.6,872.8,9,0.23,1820,1
2,33,1828.97,55.42,8,0.4,190,0
111,44,381.69,8.67,1,0.89,1554,0
340,43,2461.18,57.24,0,0.35,252,1
56,25,760.91,30.44,5,0.1,392,1
251,19,82.32,4.33,2,0.44,1363,1
3,10,176.37,17.64,7,0.01,743,1
205,29,3248.76,112.03,6,0.25,796,1
336,45,4134.25,91.87,9,0.34,1479,1
125,26,629.32,24.2,0,0.96,1179,0
72,33,889.17,26.94,0,0.08,1563,0
208,14,2833.53,202.4,1,0.23,736,1
102,37,1921.05,51.92,3,0.7,280,0
325,21,1744.1,83.05,5,0.66,1539,1
310,18,2284.75,126.93,6,0.31,1612,1
238,13,2655.04,204.23,2,0.15,664,1
233,33,3995.78,121.08,8,0.8,1549,1
220,1,4017.88,4017.88,2,0.2,738,1
268,46,3136.28,68.18,7,0.58,73,1
168,48,860.72,17.93,2,0.81,1482,0
353,47,812.95,17.3,4,0.35,166,1
126,47,2994.63,63.72,0,0.43,1673,0
4,42,2693.73,64.14,0,0.63,1525,0
255,41,1337.71,32.63,3,0.15,1172,1
242,21,3196.65,152.22,0,0.28,1291,1
358,9,2389.53,265.5,0,0.29,717,1
144,1,1597.84,1597.84,5,0.02,1030,1
155,1,3710.07,3710.07,9,0.34,582,1
205,35,3411.0,97.46,9,0.57,137,1
143,10,2703.43,270.34,3,0.29,104,1
286,8,4755.78,594.47,0,0.94,600,1
156,43,3293.75,76.6,3,0.84,1392,0
286,8,4890.22,611.28,2,0.76,413,1
155,8,2609.3,326.16,1,0.77,505,0
82,24,2736.48,114.02,4,0.1,1806,1
361,12,1874.44,156.2,9,0.86,1404,1
192,4,311.62,77.9,2,0.54,598,1
258,34,4832.89,142.14,8,0.25,378,1
216,26,2891.69,111.22,6,0.03,841,1
131,24,1603.69,66.82,1,0.77,1104,0
354,12,351.35,29.28,7,0.72,405,1
136,33,707.4,21.44,9,0.39,811,1
362,28,4856.6,173.45,6,0.73,327,1
157,28,1860.68,66.45,5,0.35,81,1
9,46,4122.5,89.62,9,0.76,395,0
14,29,1058.66,36.51,2,0.1,496,0
355,46,471.79,10.26,6,0.95,1396,1
193,43,4123.31,95.89,1,0.27,567,0
142,6,3420.15,570.02,7,0.12,1539,1
296,11,4686.12,426.01,7,0.98,727,1
225,34,3941.34,115.92,9,0.72,507,1
241,7,2602.02,371.72,5,0.38,126,1
250,36,3343.56,92.88,5,0.29,1210,1
73,20,4108.65,205.43,1,0.25,562,0
33,16,4799.85,299.99,8,0.18,393,1
266,27,1754.18,64.97,7,0.32,147,1
8,15,4141.96,276.13,4,0.19,1240,0
262,25,1465.16,58.61,9,0.65,1801,1
48,38,2926.44,77.01,4,0.86,1714,0
96,27,3105.52,115.02,6,0.21,319,1
258,49,20.33,0.41,8,0.92,1754,0
227,24,3302.54,137.61,9,0.67,1318,1
285,40,2518.58,62.96,1,0.29,1732,1
223,26,1792.52,68.94,2,0.86,861,1
18,42,3603.41,85.8,7,0.6,259,0
306,46,3346.68,72.75,6,0.64,1508,1
79,44,3210.14,72.96,6,0.73,1368,0
50,3,2191.99,730.66,4,0.22,156,1
320,8,841.22,105.15,8,0.39,1445,1
71,47,3486.87,74.19,6,0.13,1051,0
196,39,4811.84,123.38,2,0.83,135,0
177,29,3874.47,133.6,8,0.19,148,1
281,32,1428.71,44.65,0,0.06,449,1
17,3,1891.62,630.54,2,0.55,834,0
39,25,2686.48,107.46,9,0.62,501,0
152,3,4586.69,1528.9,7,0.55,348,1
173,31,4250.32,137.11,2,0.18,311,1
287,29,1277.15,44.04,7,0.12,38,1
221,32,1408.07,44.0,2,0.66,1130,0
55,34,4295.85,126.35,2,0.75,414,0
357,49,3484.05,71.1,0,0.86,732,1
168,26,4033.57,155.14,7,0.45,1408,1
352,40,265.13,6.63,7,0.98,937,1
361,22,3419.7,155.44,1,0.39,269,1
19,37,4464.29,120.66,9,0.8,46,0
185,14,2721.39,194.38,6,0.06,640,1
154,22,3787.72,172.17,6,0.95,1214,0
182,30,567.22,18.91,7,0.97,644,0
113,48,4098.68,85.39,4,0.74,902,0
204,44,274.02,6.23,5,0.89,1708,0
180,14,2609.82,186.42,8,0.43,475,1
68,21,1005.32,47.87,9,0.83,806,0
106,4,4994.17,1248.54,6,0.83,1511,0
54,35,3165.93,90.46,1,0.28,1179,0
308,4,4984.05,1246.01,1,0.76,931,1
247,1,3753.34,3753.34,9,0.93,1633,1
142,37,2438.19,65.9,4,0.7,1244,0
145,23,4553.17,197.96,2,0.36,1533,0
29,9,1310.36,145.6,8,0.05,1313,1
106,38,4879.25,128.4,5,1.0,431,0
337,39,756.81,19.41,0,0.5,144,1
12,42,2555.1,60.84,3,0.9,1404,0
54,40,4368.52,109.21,0,0.68,1525,0
308,27,3095.7,114.66,2,0.52,1314,1
190,47,4048.16,86.13,9,0.73,1272,0
12,28,2943.55,105.13,5,0.04,1172,0
179,35,2429.43,69.41,3,0.1,1769,1
273,7,4004.88,572.13,6,0.94,560,1
126,27,1867.27,69.16,0,0.93,734,0
140,15,3483.27,232.22,1,0.74,432,1
230,40,301.75,7.54,4,0.13,1533,1
218,33,1396.66,42.32,4,0.32,672,0
329,35,4730.51,135.16,3,0.5,451,1
91,38,2198.47,57.85,8,0.26,1523,0
101,31,3223.4,103.98,0,0.6,1492,0
57,5,682.07,136.41,4,0.36,540,1
243,12,149.59,12.47,4,0.91,1643,1
195,48,1983.34,41.32,2,0.85,1548,0
127,34,935.33,27.51,5,0.87,728,0
254,47,2109.46,44.88,6,0.87,815,0
138,4,1907.69,476.92,4,0.81,1062,0
72,10,2962.7,296.27,7,0.2,512,1
197,33,3722.19,112.79,2,0.63,152,1
159,3,1924.63,641.54,7,0.17,1218,1
148,4,3074.66,768.66,5,0.65,1413,1
162,17,439.63,25.86,8,0.99,1632,0
333,34,1193.69,35.11,6,0.51,324,1
79,47,4107.91,87.4,3,0.81,1211,0
101,48,4017.94,83.71,7,0.99,250,0
206,22,1341.21,60.96,5,0.62,945,1
18,36,4773.63,132.6,7,0.89,468,0
54,16,4616.07,288.5,0,0.93,1764,0
207,35,4042.48,115.5,6,0.49,296,1
186,44,1435.45,32.62,3,0.77,1557,0
238,32,1488.88,46.53,1,0.27,1308,0
42,7,2749.26,392.75,7,0.01,756,1
311,14,1243.3,88.81,6,0.62,873,1
177,47,3036.65,64.61,6,0.78,222,0
57,39,2167.56,55.58,3,0.69,1069,0
114,40,1932.02,48.3,3,0.13,1286,0
83,3,3627.56,1209.19,1,0.75,1051,1
165,19,2757.06,145.11,5,0.73,1169,0
171,26,995.06,38.27,4,0.67,1089,1
158,39,1403.36,35.98,1,0.97,1554,0
168,6,3271.25,545.21,3,0.21,1344,1
331,38,111.62,2.94,6,0.75,1779,1
350,31,4877.93,157.35,2,0.1,1078,1
179,29,2267.09,78.18,9,0.33,1171,1
351,43,4342.74,100.99,4,0.87,1203,0
298,39,4211.49,107.99,7,0.7,458,1
299,35,3476.6,99.33,8,0.42,1164,1
83,25,4262.82,170.51,2,0.69,1641,0
160,48,933.55,19.45,5,0.49,677,0
129,42,3691.76,87.9,8,0.17,1819,1
36,15,2125.05,141.67,4,0.67,1619,1
28,39,3831.39,98.24,6,0.45,320,0
227,28,4389.52,156.77,5,0.66,1044,1
154,45,1653.06,36.73,4,0.08,1551,0
301,19,1839.5,96.82,6,0.5,1264,1
244,40,3087.25,77.18,3,0.47,1781,0
32,13,1499.22,115.32,7,0.24,149,1
306,46,3387.99,73.65,3,0.61,1763,0
181,9,1431.17,159.02,3,0.09,40,1
206,9,2400.99,266.78,1,0.65,356,1
352,49,4927.23,100.56,5,0.29,213,1
233,14,2858.04,204.15,6,0.39,870,1
9,26,2718.62,104.56,7,0.96,247,0
65,23,2758.91,119.95,3,0.01,384,1
156,39,3024.47,77.55,5,0.49,1647,1
14,12,2730.8,227.57,8,0.15,835,1
61,17,1490.01,87.65,5,0.6,1429,0
289,44,1480.94,33.66,3,0.98,1785,0
52,46,4469.02,97.15,9,0.79,937,0
61,9,1248.5,138.72,9,0.9,1792,0
184,24,1179.36,49.14,4,0.91,303,0
34,23,564.91,24.56,5,0.92,417,0
94,26,3899.18,149.97,5,0.77,1227,0
342,26,2942.08,113.16,1,0.14,1656,1
230,3,661.4,220.47,1,0.92,255,1
351,43,3180.67,73.97,9,0.3,1516,1
129,13,2448.39,188.34,6,0.26,879,1
225,13,2367.52,182.12,9,0.99,1774,1
87,40,2028.85,50.72,2,0.96,55,0
138,48,4677.72,97.45,3,0.18,1072,0
64,45,531.01,11.8,2,0.97,263,0
304,15,1085.99,72.4,5,0.85,1586,1
67,37,181.16,4.9,3,0.67,512,0
75,8,4712.92,589.12,8,0.24,1538,1
169,20,1229.37,61.47,4,0.49,942,1
157,13,298.39,22.95,0,0.05,865,1
115,12,4507.59,375.63,9,0.52,1483,1
130,44,4794.06,108.96,7,0.08,1656,0
108,44,3838.25,87.23,7,0.77,295,0
333,8,3207.49,400.94,7,0.05,494,1
212,19,1317.07,69.32,8,0.65,1329,1
335,2,1413.98,706.99,8,0.54,511,1
360,41,2004.68,48.89,5,0.9,1224,1
237,15,2817.43,187.83,7,0.49,142,1
301,30,2304.51,76.82,9,0.54,757,1
41,27,4163.2,154.19,5,0.94,1710,0
346,10,2447.05,244.7,1,0.66,528,1
176,18,3483.3,193.52,3,0.08,793,1
260,6,1732.24,288.71,4,0.22,222,1
90,8,1854.96,231.87,7,0.17,770,1
35,42,4048.71,96.4,2,0.07,1083,0
323,18,2960.07,164.45,1,0.75,272,1
164,23,2355.15,102.4,4,0.39,43,1
51,34,361.78,10.64,4,0.66,1593,0
240,44,4604.9,104.66,5,0.63,549,0
20,22,2890.88,131.4,7,0.89,1689,0
164,43,2938.68,68.34,9,0.4,708,0
257,29,1844.54,63.6,1,0.82,1721,0
263,3,3604.17,1201.39,9,0.59,1079,1
165,47,2155.12,45.85,9,0.23,1774,0
135,13,1231.68,94.74,4,0.39,525,1
306,37,3195.17,86.36,1,0.59,936,1
68,43,3084.43,71.73,7,0.9,960,0
28,40,766.38,19.16,1,0.83,679,0
58,30,2783.71,92.79,7,0.04,36,0
292,15,4559.56,303.97,6,0.2,1349,1
172,32,2021.78,63.18,7,0.55,102,0
14,26,2634.08,101.31,7,0.76,619,0
62,33,938.95,28.45,1,0.27,1576,0
11,17,3588.71,211.1,6,0.13,1340,0
297,34,1044.95,30.73,7,0.32,1462,1
168,24,3122.34,130.1,3,0.03,1463,1
25,48,4282.73,89.22,2,0.87,1636,0
81,6,2338.18,389.7,3,0.46,86,1
225,36,1462.85,40.63,2,0.86,302,1
217,26,4285.82,164.84,2,0.8,1458,0
299,29,839.0,28.93,8,0.99,319,1
10,26,1643.29,63.2,0,0.45,1696,0
26,7,247.64,35.38,2,0.6,1392,0
13,29,2181.94,75.24,6,0.37,1120,0
144,21,379.37,18.07,1,0.72,1310,0
265,12,1737.44,144.79,0,0.62,1805,1
242,46,3205.85,69.69,7,0.59,209,0
77,11,3310.84,300.99,3,0.06,1073,1
240,21,4438.09,211.34,0,0.48,1194,1
239,19,4382.83,230.68,1,0.9,31,1
70,23,3885.91,168.95,4,0.61,948,1
273,27,1738.08,64.37,0,0.62,1229,1
154,31,171.18,5.52,0,0.19,989,1
22,17,2148.38,126.38,2,0.11,1706,0
143,18,2136.4,118.69,3,0.21,1149,1
281,35,442.77,12.65,7,0.19,339,1
254,35,71.26,2.04,4,0.61,534,1
98,29,2311.67,79.71,3,0.96,449,0
276,26,4528.81,174.18,7,0.57,1284,1
142,6,2727.49,454.58,4,0.6,735,1
168,28,1554.27,55.51,5,0.04,908,1
32,11,1791.0,162.82,4,0.2,803,1
363,4,4803.11,1200.78,1,0.84,1003,1
306,30,4977.54,165.92,6,0.39,1510,1
71,26,4793.77,184.38,6,0.69,1012,0
205,27,4750.05,175.93,9,0.02,537,1
285,36,3093.63,85.93,6,0.93,813,1
184,17,1870.43,110.03,7,0.14,584,1
77,17,1025.47,60.32,8,0.24,1741,1
353,9,4520.63,502.29,0,0.42,918,1
98,4,2634.86,658.72,0,0.97,1329,0
122,46,3577.83,77.78,5,0.34,1453,0
136,15,2237.04,149.14,6,0.85,533,1
325,23,198.88,8.65,1,0.47,1626,1
183,45,3670.8,81.57,3,0.42,572,0
262,11,3714.5,337.68,8,0.46,485,1
329,9,4322.92,480.32,0,0.39,143,1
338,36,4431.13,123.09,2,0.05,1107,1
312,18,891.56,49.53,9,0.16,93,1
331,13,4599.1,353.78,9,0.48,1057,1
346,39,4506.56,115.55,5,0.03,966,1
361,14,3039.88,217.13,8,0.51,893,1
235,1,284.43,284.43,1,0.31,1340,1
48,41,4795.68,116.97,2,0.31,888,0
42,48,3569.14,74.36,2,0.14,832,0
290,45,601.89,13.38,0,0.44,1437,1
116,6,3908.99,651.5,8,0.74,1083,1
293,23,2553.53,111.02,8,0.82,1718,1
341,44,4421.67,100.49,6,0.27,926,1
235,31,778.31,25.11,3,0.46,587,1
279,15,2571.46,171.43,6,0.7,1356,1
102,18,4398.19,244.34,8,0.27,794,1
159,16,3206.52,200.41,7,0.48,826,1
352,32,1979.8,61.87,4,0.67,794,1
298,32,1293.84,40.43,6,0.65,1321,1
75,36,3650.18,101.39,2,0.87,1421,0
341,14,1971.17,140.8,9,0.83,777,1
182,36,3311.07,91.97,6,0.55,955,0
308,22,2010.51,91.39,2,0.93,1068,1
190,2,2419.0,1209.5,6,0.15,1414,1
220,39,526.9,13.51,2,0.86,839,0
59,5,4340.67,868.13,2,0.15,111,1
124,1,3873.87,3873.87,2,0.49,42,1
264,35,4861.41,138.9,3,0.63,820,1
307,5,2744.56,548.91,3,0.58,1187,1
33,27,3689.11,136.63,9,0.66,871,0
28,17,518.26,30.49,2,0.5,143,0
253,47,1734.27,36.9,9,0.95,657,0
163,16,1001.88,62.62,8,0.5,116,1
309,6,1210.32,201.72,3,0.73,1241,1
25,7,862.99,123.28,8,0.64,546,0
128,49,1963.4,40.07,4,0.82,227,0
13,48,1455.73,30.33,6,0.55,1638,0
259,7,2438.43,348.35,9,0.18,1400,1
313,17,4389.09,258.18,8,0.29,899,1
58,2,647.83,323.92,7,0.83,1362,0
118,41,1159.13,28.27,7,0.55,340,0
308,45,3460.9,76.91,0,0.28,974,1
16,35,800.82,22.88,1,0.4,105,0
347,25,1601.91,64.08,1,0.55,287,1
323,19,1564.81,82.36,2,0.21,481,1
56,15,4857.67,323.84,6,0.07,473,1
51,35,1907.99,54.51,9,0.81,612,0
252,29,4650.96,160.38,1,0.48,718,1
4,23,1379.74,59.99,0,0.12,1517,0
185,19,684.56,36.03,1,0.01,1418,1
24,36,2941.73,81.71,9,0.67,502,0
194,49,4025.23,82.15,1,0.8,975,0
128,6,3033.41,505.57,3,0.2,1415,1
258,38,1495.6,39.36,7,0.88,252,1
321,23,4089.7,177.81,1,0.96,646,1
178,33,4226.84,128.09,0,0.01,114,0
234,40,2358.15,58.95,8,0.21,1267,1
219,16,4591.8,286.99,2,0.41,1637,1
359,10,4614.15,461.42,5,0.14,1302,1
85,2,3226.69,1613.34,0,0.47,64,1
87,48,1238.67,25.81,4,0.71,1152,0
138,40,3912.93,97.82,6,0.73,153,0
269,36,4399.3,122.2,7,0.9,198,1
315,3,1626.43,542.14,6,0.05,1480,1
102,46,678.79,14.76,4,0.91,975,0
41,6,2222.19,370.36,8,0.1,1437,1
222,15,2873.45,191.56,7,0.26,1023,1
218,29,2444.1,84.28,4,0.55,1601,1
137,1,4965.11,4965.11,5,0.41,363,1
68,38,4082.29,107.43,5,0.71,1155,0
310,46,4838.91,105.19,4,0.62,83,0
309,21,921.11,43.86,1,0.44,1246,1
273,6,1192.9,198.82,1,0.65,1443,1
211,29,98.87,3.41,3,0.99,259,1
96,39,3818.04,97.9,3,0.63,899,0
147,48,3522.86,73.39,5,0.12,103,0
25,14,1920.8,137.2,9,0.23,231,0
91,14,2090.26,149.3,6,0.3,514,1
164,5,2031.31,406.26,9,0.2,151,1
160,3,694.88,231.63,2,0.02,1202,1
30,37,2324.99,62.84,7,0.68,1301,0
349,11,4016.61,365.15,0,0.59,1733,1
98,15,2151.87,143.46,3,0.15,576,1
186,22,1452.0,66.0,7,0.41,548,1
170,4,2725.16,681.29,4,0.29,1312,1
171,39,1226.01,31.44,1,0.49,1740,0
308,28,787.91,28.14,0,0.83,329,0
272,21,2674.36,127.35,7,0.11,573,1
316,12,3093.25,257.77,4,0.17,1235,1
138,29,462.97,15.96,1,0.98,1222,0
97,36,1894.06,52.61,1,0.5,352,0
156,28,3774.46,134.8,0,0.86,434,0
205,38,4084.05,107.48,6,0.11,1252,0
123,24,1498.56,62.44,2,0.4,821,1
168,7,3474.78,496.4,5,0.62,1270,1
55,8,4102.26,512.78,4,0.32,1349,1
213,39,2866.94,73.51,3,0.82,543,0
260,4,3788.86,947.22,7,0.8,147,1
192,23,714.68,31.07,9,0.87,1751,1
318,10,3687.45,368.74,9,0.86,1435,1
363,38,3747.08,98.61,4,0.97,619,0
330,14,3189.67,227.83,3,0.44,1707,1
34,38,1641.49,43.2,4,0.4,110,0
321,10,2735.0,273.5,3,0.22,1483,1
122,30,929.52,30.98,9,0.05,549,0
165,10,2678.3,267.83,7,0.38,1283,1
150,23,4155.69,180.68,5,0.32,1051,1
104,30,2933.36,97.78,4,0.63,34,0
320,8,1363.5,170.44,8,0.78,303,1
233,23,2130.88,92.65,2,0.08,1716,1
352,35,2789.02,79.69,9,0.94,1086,1
348,13,3027.22,232.86,9,0.7,795,1
153,3,2769.3,923.1,5,0.68,99,1
265,12,4186.51,348.88,5,0.87,1733,1
183,20,307.68,15.38,8,0.93,1294,1
181,8,3037.05,379.63,3,0.6,143,1
270,40,2303.54,57.59,8,0.62,1698,1
251,34,760.35,22.36,6,0.1,1044,1
332,25,285.22,11.41,0,0.33,1294,1
282,24,4198.59,174.94,2,0.75,1621,1
227,39,4645.37,119.11,9,0.59,34,1
335,33,2905.9,88.06,3,0.77,1552,1
38,34,4976.39,146.36,6,0.8,143,0
278,19,1283.25,67.54,9,0.38,1188,1
143,1,378.58,378.58,3,0.84,198,1
158,5,4198.61,839.72,9,0.81,1751,1
285,37,1355.04,36.62,3,0.62,63,0
100,41,2769.74,67.55,4,0.17,932,0
322,5,1598.4,319.68,6,0.5,1186,1
182,3,1710.86,570.29,0,0.11,61,1
128,12,4465.71,372.14,0,0.12,44,1
120,19,2473.63,130.19,5,0.99,219,0
154,9,300.16,33.35,6,0.81,588,0
344,29,3126.95,107.83,4,0.61,862,1
38,44,4871.34,110.71,6,0.96,124,0
185,33,1175.19,35.61,1,0.45,415,1
304,17,3455.51,203.27,8,0.99,778,1
172,24,2156.28,89.85,3,0.1,323,1
207,47,1413.27,30.07,8,0.33,404,0
127,40,4591.09,114.78,5,0.38,678,0
50,8,209.81,26.23,8,0.51,1286,0
233,24,4672.83,194.7,8,0.36,1394,1
335,5,430.19,86.04,4,0.85,1520,1
190,41,3544.18,86.44,3,0.15,1795,0
158,35,18.31,0.52,0,0.65,266,0
47,13,4398.73,338.36,3,0.65,274,0
344,37,3678.9,99.43,9,0.54,1765,1
317,24,220.81,9.2,7,0.59,1381,1
329,40,3513.39,87.83,9,0.78,213,1
131,2,3439.8,1719.9,4,0.99,226,0
228,22,2297.98,104.45,5,0.91,268,1
158,29,4504.06,155.31,4,0.09,225,1
86,6,4572.06,762.01,4,0.42,84,0
75,20,2461.03,123.05,2,0.33,150,1
140,37,12.54,0.34,8,0.42,501,1
202,34,3578.35,105.25,5,0.61,798,0
45,6,3003.47,500.58,8,0.34,76,1
256,37,2691.9,72.75,2,0.15,1656,1
167,36,2372.31,65.9,8,0.71,1645,0
321,22,2066.81,93.95,1,0.69,100,1
102,41,2166.02,52.83,7,0.57,1413,0
19,30,452.19,15.07,0,0.41,776,0
114,49,468.36,9.56,9,0.04,1792,0
355,36,388.17,10.78,4,0.4,665,1
118,49,1204.58,24.58,2,0.81,514,0
257,42,261.14,6.22,8,0.63,1136,1
307,17,4974.94,292.64,8,0.65,392,1
104,6,3587.97,598.0,9,0.65,414,1
234,31,2526.17,81.49,3,0.95,1350,1
75,27,1508.54,55.87,1,0.99,691,0
132,49,4438.97,90.59,4,0.73,1742,0
108,46,1560.56,33.93,7,0.57,387,0
245,1,4882.22,4882.22,4,0.26,679,1
319,14,2955.77,211.13,4,0.38,590,1
92,26,1526.64,58.72,9,0.96,1486,0
107,31,445.8,14.38,9,0.27,1581,0
299,20,3522.14,176.11,4,0.84,982,1
169,14,713.72,50.98,1,0.18,643,1
187,23,1729.31,75.19,1,0.13,1192,1
257,40,4929.54,123.24,3,0.24,1141,1
